Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL,MyHome_Address,MyHome_Asking_Price,MyHome_Beds,MyHome_Baths,MyHome_Floor_Area_Value,MyHome_BER_Rating,MyHome_BER_Number,MyHome_Energy_Performance_Indicator,MyHome_Latitude,MyHome_Longitude,MyHome_Monthly_Price,MyHome_Floor_Area_Unit,MyHome_Publish_Date,MyHome_Sale_Type,MyHome_Category,MyHome_Featured_Level,MyHome_Link
"23 Dromheath Grove, Mulhuddart, Dublin 15, D15TH5F","€250,000",3 Bed,--,Terrace,C2,D15 TH5F,€225,Sherry FitzGerald Clonee,Jamie Hanrahan,"Sold, €308,000, Mon Sep 09 2024; Sale Agreed, €250,000, Mon Jun 10 2024; Created, €250,000, Mon May 20 2024",https://mynest.ie/listing/131241/Dublin/23-dromheath-grove-mulhuddart-dublin-15-d15th5f,"23 Dromheath Grove, Mulhuddart, Dublin 15",Sold,3 beds,,75,,,,53.4045885,-6.3873539,0,m²,,,,,https://www.myhome.ie/residential/brochure/23-dromheath-grove-mulhuddart-dublin-15/4798429
"20 The Cairn, Clifflands, Rush, Co. Dublin, K56FF66","€370,000",3 Bed,1 Bath,Semi-D,D2,K56 FF66,€405,DNG McKenna Healy,Margaret Healy,"Sold, €390,500, Mon Sep 09 2024; Sale Agreed, €370,000, Wed Apr 24 2024; Created, €370,000, Wed Apr 10 2024",https://mynest.ie/listing/124397/Dublin/20-the-cairn-clifflands-rush-co-dublin-k56ff66,"20 The Cairn, Clifflands, Rush, Co. Dublin",Sold,3 beds,,87,,,,53.5351789,-6.0942723,0,m²,,,,,https://www.myhome.ie/residential/brochure/20-the-cairn-clifflands-rush-co-dublin/4784518
"20 Shelmalier Road, East Wall, East Wall, Dublin 3, D03E208","€375,000",2 Bed,1 Bath,Terrace,C3,D03 E208,€405,Corry Estates,Jim Gallagher - Assoc SCSI,"Sold, €447,000, Mon Sep 09 2024; Sale Agreed, €375,000, Mon Jul 08 2024; Created, €375,000, Wed Jun 12 2024",https://mynest.ie/listing/135584/Dublin/20-shelmalier-road-east-wall-east-wall-dublin-3-d03e208,"20 Shelmalier Road, East Wall, Dublin 3",Sale Agreed,2 beds,,75,,,,53.3542701,-6.2336674,0,m²,,,,,https://www.myhome.ie/residential/brochure/20-shelmalier-road-east-wall-dublin-3/4805405
"2 Kenmare Parade, Phibsborough, Dublin 7, D07RC83","€295,000",2 Bed,1 Bath,Terrace,E2,D07 RC83,€315,Sherry FitzGerald Phibsborough,Ronan Feeney,"Sold, €268,000, Mon Sep 09 2024; Unlisted, €295,000, Fri Jul 19 2024; Relisted, €295,000, Wed May 22 2024; Unlisted, €295,000, Fri May 03 2024; Created, €295,000, Fri Apr 19 2024",https://mynest.ie/listing/126080/Dublin/2-kenmare-parade-phibsborough-dublin-7-d07rc83,"2 Kenmare Parade, Phibsborough, Dublin 7",Sold,2 beds,,54,,,,53.360862,-6.264308199999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/2-kenmare-parade-phibsborough-dublin-7/4786806
"17 Shalimar, D22ER89, Clondalkin, Dublin 22","€200,000",1 Bed,1 Bath,Apartment,C3,D22 ER89,€90,Ray Cooke Auctioneers Clondalkin,Southside Sales,"Sold, €238,000, Mon Sep 09 2024; Unlisted, €200,000, Wed Dec 06 2023; Created, €200,000, Thu Nov 02 2023",https://mynest.ie/listing/103508/Dublin/17-shalimar-d22er89-clondalkin-dublin-22,"17 Shalimar, Clondalkin, Dublin 22,",Sold,,,52,,,,53.31836699999999,-6.3748939,0,m²,,,,,https://www.myhome.ie/residential/brochure/17-shalimar-clondalkin-dublin-22/4806327
"Apartment 12, The Willows, Monkstown, Co. Dublin, A94DW62","€310,000",1 Bed,1 Bath,Apartment,E2,A94 DW62,€315,Peter Wyse,Peter Wyse,"Sold, €352,500, Mon Sep 09 2024; Sale Agreed, €310,000, Wed Apr 10 2024; Relisted, €310,000, Wed Apr 03 2024; Unlisted, €310,000, Mon Feb 19 2024; Price Drop, €310,000, Thu Feb 01 2024; Relisted, €325,000, Fri Jan 05 2024; Price Rise, €325,000, Fri Jan 05 2024; Sale Agreed, €310,000, Thu Jun 15 2023; Price Drop, €310,000, Mon Jun 12 2023; Created, €325,000, Fri May 12 2023",,"12 The Willows, Monkstown, Dublin",Sale Agreed,,,40,,,,53.2943142,-6.1609921,0,m²,,,,,https://www.myhome.ie/residential/brochure/12-the-willows-monkstown-dublin/4703999
"11 Wheatfield Road, Palmerstown, Palmerstown, Dublin 20, D20W718","€390,000",3 Bed,1 Bath,Terrace,C2,D20 W718,€405,Berkeley & Associates,Berkeley & Associates,"Sold, €420,000, Mon Sep 09 2024; Sale Agreed, €390,000, Mon Apr 29 2024; Created, €390,000, Tue Mar 12 2024",https://mynest.ie/listing/119639/Dublin/11-wheatfield-road-palmerstown-palmerstown-dublin-20-d20w718,"11 Wheatfield Road , Palmerstown, Dublin 20",Sale Agreed,3 beds,,95,,,,53.3502316,-6.3758367,0,m²,,,,,https://www.myhome.ie/residential/brochure/11-wheatfield-road-palmerstown-dublin-20/4775674
"11 Corrig House, Corrig Avenue, Dun Laoghaire, Co. Dublin, A96DX29","€265,000",1 Bed,1 Bath,Apartment,D2,A96 DX29,€315,Downey Property,Robert Downey,"Sold, €293,000, Mon Sep 09 2024; Sale Agreed, €265,000, Mon Jul 01 2024; Created, €265,000, Wed Jun 05 2024",https://mynest.ie/listing/134248/Dublin/11-corrig-house-corrig-avenue-dun-laoghaire-co-dublin-a96dx29,"11 Corrig House, Corrig Avenue, Dun Laoghaire, County Dublin",Sold,,,50,,,,53.2882764,-6.134868699999999,0,m²,,,,,https://www.myhome.ie/residential/brochure/11-corrig-house-corrig-avenue-dun-laoghaire-county-dublin/4796581
"1 The Paddocks, Carlton Court, Swords, Co. Dublin, K67H971","€295,000",2 Bed,2 Bath,Townhouse,C3,K67 H971,€315,Brant Higgins Estate Agents,Sue Brant PSR Licence No: 004160-001611,"Sold, €385,000, Mon Sep 09 2024; Sale Agreed, €295,000, Tue May 28 2024; Created, €295,000, Thu May 09 2024",https://mynest.ie/listing/129370/Dublin/1-the-paddocks-carlton-court-swords-co-dublin-k67h971,"1 The Paddocks, Carlton Court, Swords, Co Dublin, Swords, Dublin",Sale Agreed,2 beds,2 baths,,,,,53.4527568,-6.2226855,0,,,,,,https://www.myhome.ie/residential/brochure/1-the-paddocks-carlton-court-swords-co-dublin-swords-dublin/4795548
"Fern Mews, Cullenwood Place, Dublin 6, D06RP40","€545,000",1 Bed,1 Bath,Bungalow,A3,D06 RP40,€585,Sherry FitzGerald Ranelagh,Lesley Ann Devins,"Sold, €600,000, Fri Sep 06 2024; Sale Agreed, €545,000, Fri Apr 12 2024; Created, €545,000, Mon Mar 04 2024",https://mynest.ie/listing/118829/Dublin/fern-mews-cullenwood-place-dublin-6-d06rp40,"Apt 2 Cullenswood , Off Northbrook Road, Ranelagh, Dublin 6, D06 HC53",Sold,2 beds,,,,,,53.3243275,-6.2503336,0,,,,,,https://www.myhome.ie/residential/brochure/apt-2-cullenswood-off-northbrook-road-ranelagh-dublin-6-d06-hc53/4503503
"Birnam Wood Hillcrest Road Sandyford Dublin 18, Sandyford, Dublin 18, D18K7H1","€895,000",5 Bed,4 Bath,Bungalow,G,D18 K7H1,€945,Lisney Sotheby's International Realty (Blackrock),Ann-Marie McCoy,"Sold, €870,000, Fri Sep 06 2024; Sale Agreed, €895,000, Tue Jul 02 2024; Created, €895,000, Tue Apr 09 2024",https://mynest.ie/listing/124115/Dublin/birnam-wood-hillcrest-road-sandyford-dublin-18-sandyford-dublin-18-d18k7h1,"Birnam Wood, Hillcrest Road, Sandyford, Dublin 18",Sold,5 beds,4 baths,240,,,,53.2669167,-6.2227257,0,m²,,,,,https://www.myhome.ie/residential/brochure/birnam-wood-hillcrest-road-sandyford-dublin-18/4784531
"Ballealy Lane, Lusk, Co. Dublin","€250,000",2 Bed,1 Bath,Detached,G,K45 C593,€225,DNG McKenna Healy,Margaret Healy,"Sold, €255,000, Fri Sep 06 2024; Unlisted, €250,000, Tue Feb 07 2023; Created, €250,000, Wed Feb 01 2023",https://mynest.ie/listing/56683/Dublin/ballealy-lane-lusk-co-dublin,"Riverview, Balleally Lane, Lusk, Co. Dublin",Sold,4 beds,4 baths,208,,,,53.5044145,-6.188265700000001,0,m²,,,,,https://www.myhome.ie/residential/brochure/riverview-balleally-lane-lusk-co-dublin/4652126
"Apartment 9, Cloncurry House, North Wall, Dublin 1, D01XC99","€405,000",2 Bed,2 Bath,Apartment,B3,D01 XC99,€405,HWP Residential and Commercial Property,Daniel Kelly (Residential Sales),"Sold, €450,000, Fri Sep 06 2024; Unlisted, €405,000, Wed Jul 31 2024; Relisted, €405,000, Wed Apr 17 2024; Sale Agreed, €405,000, Mon Apr 15 2024; Relisted, €405,000, Wed Mar 20 2024; Unlisted, €405,000, Mon Feb 19 2024; Created, €405,000, Fri Feb 09 2024",https://mynest.ie/listing/115418/Dublin/apartment-9-cloncurry-house-north-wall-dublin-1-d01xc99,"Apartment 9 Cloncurry House, Spencers Dock, North Wall, Dublin 1",Sold,2 beds,2 baths,90,,,,-20.7068535,140.5053246,0,m²,,,,,https://www.myhome.ie/residential/brochure/apartment-9-cloncurry-house-spencers-dock-north-wall-dublin-1/4772290
